,Unnamed: 0.1,Unnamed: 0,elapsed_sec,_time,N1,N2,PR,Turbine_Exit,Power,ACC_NI_CH1_FFT,ACC_NI_CH1_RMS,ACC_NI_CH2_FFT,ACC_NI_CH2_RMS,ACC_NI_CH3_FFT,ACC_NI_CH3_RMS,CV_PLC_Control_Call,CV_PLC_Control_Mode,CV_PLC_Diag,CV_PLC_Fuel_Call,CV_PLC_Fuel_Signal_AO,CV_PLC_Fuel_Temp_Set,CV_PLC_N1_Max,CV_PLC_N2_Max,CV_PLC_Passive_kW,CV_PLC_Stage,CV_PLC_Target_N2,CV_PLC_Volt_Max,DO_PLC_Air_Valve,DO_PLC_Fuel_Enable,DO_PLC_Fuel_Heater,DO_PLC_Igniter,DO_PLC_System_Enable,FP_PLC_Fuel_1,FP_PLC_Oil_Inlet_1,F_PLC_Axial_Force_1,I_PLC_Phase_1,I_PLC_Phase_2,I_PLC_Phase_3,N_PLC_N1,N_PLC_N2,N_PLC_N2b,P_PLC_Bellmouth_Pressure_1,P_PLC_Inlet_MF,P_PLC_PT_Exit_1,P_PLC_PT_Exit_2,P_PLC_PT_Exit_3,P_PLC_Turbine_Diffuser_Exit,T_PLC_Bellmouth_1,T_PLC_Bellmouth_2,T_PLC_Fuel_Inlet_1,T_PLC_Inlet_1,T_PLC_LP_Outlet_1,T_PLC_N2_Front_Bearing_1,T_PLC_N2_Front_Bearing_2,T_PLC_Oil_Inlet_1,T_PLC_Oil_Outlet_1,T_PLC_PT_Outlet_Duct_1,T_PLC_PT_Outlet_Duct_2,T_PLC_Recuperator_HP_Outlet_1,T_PLC_Recuperator_HP_Outlet_2,T_PLC_Turbine_Exit_1,T_PLC_Turbine_Exit_2,VF_PLC_Fuel,V_PLC_Phase_1,V_PLC_Phase_2,V_PLC_Phase_3,cc_call,cc_fuel_manual,cc_ll,cc_max_dec,cc_max_inc,cc_n2_setpoint,cv_control_mode,cv_et,cv_n1_max,cv_n2_max,cv_pid_d,cv_pid_i,cv_pid_p,cv_stage,cv_v_max,spare_420,spare_tc,fuel_gph,fuel_kgs
33,33,33,8.801620999999999,2023-01-19 00:12:38.070809+00:00,0.0,2.04,1.171000904679661,112.5,0.2,560.0,121.9933841623432,560.0,9.538286780324707,840.0,17.97801796807987,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.2,40.0,0.0,90.0,0.0,1.0,1.0,1.0,1.0,34.85,40.57,-14.76,5.64,5.55,5.35,0.0,2.04,0.0,0.59,124.34,17.94,16.74,17.3,-1.1,43.0,44.6,61.1,1045.0,1124.4,1518.3,994.8,28.7,20.6,513.0,196.8,76.5,137.1,112.5,115.1,0.18,11.79,11.69,11.96,40.0,43.0,0.0,1.0,1.0,20.0,100.0,10.5,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,9.9,2.85305951006628,0.002451
34,34,34,9.01757,2023-01-19 00:12:38.286758+00:00,0.0,2.25,1.171625956081915,119.3,0.21,560.0,122.0101124122964,560.0,10.00173262231208,560.0,19.18772288247315,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.21,40.0,0.0,90.0,0.0,1.0,1.0,1.0,1.0,34.87,40.54,-14.76,5.785,5.675,5.494999999999999,0.0,2.25,0.0,0.59,124.365,17.98,16.815,17.375,-1.1,84.2,51.5,60.85,1000.4,1100.3,1510.35,1029.55,28.7,20.6,551.9,228.8,74.0,132.55,119.3,123.0,0.18,12.125,12.035,12.285,40.0,43.0,0.0,1.0,1.0,20.0,100.0,10.75,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,10.4,2.85305951006628,0.002451
35,35,35,9.346328999999999,2023-01-19 00:12:38.615517+00:00,0.0,2.46,1.172251007484168,126.1,0.22,560.0,122.2695001266599,560.0,10.44359062621691,560.0,20.15620515043832,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.22,40.0,0.0,90.0,0.0,1.0,1.0,1.0,1.0,34.89,40.51,-14.76,5.93,5.8,5.64,0.0,2.46,0.0,0.59,124.39,18.02,16.89,17.45,-1.1,125.4,58.4,60.6,955.8,1076.2,1502.4,1064.3,28.7,20.6,590.8,260.8,71.5,128.0,126.1,130.9,0.18,12.46,12.38,12.61,40.0,43.0,0.0,1.0,1.0,20.0,100.0,11.0,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,10.9,2.85305951006628,0.002451
36,36,36,9.571627,2023-01-19 00:12:38.840815+00:00,0.0,2.46,1.171773994571922,132.95,0.2299999999999999,560.0,122.5288878410234,560.0,10.88544863012175,560.0,21.12468741840349,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.2299999999999999,40.0,0.0,90.0,0.0,1.0,1.0,1.0,1.0,34.835,40.61,-14.975,6.05,5.915,5.755,0.0,2.46,0.0,0.59,124.39,17.945,16.875,17.395,-1.1,144.25,71.9,60.45,923.0,1046.9,1492.6,1093.25,28.7,20.6,624.55,287.75,72.5,126.1,132.95,138.8,0.18,12.77,12.68,12.92,40.0,43.0,0.0,1.0,1.0,20.0,100.0,11.3,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,14.85,2.85305951006628,0.002451
37,37,37,9.893555999999998,2023-01-19 00:12:39.162744+00:00,0.0,2.46,1.171296981659676,139.8,0.24,560.0,122.7905837668941,560.0,10.19641296623077,560.0,20.86931417960642,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.24,40.0,0.0,90.0,0.0,1.0,1.0,1.0,1.0,34.78,40.71,-15.19,6.17,6.03,5.87,0.0,2.46,0.0,0.59,124.39,17.87,16.86,17.34,-1.1,163.1,85.4,60.3,890.2,1017.6,1482.8,1122.2,28.7,20.6,658.3,314.7,73.5,124.2,139.8,146.7,0.18,13.08,12.98,13.23,40.0,43.0,0.0,1.0,1.0,20.0,100.0,11.6,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,18.8,2.85305951006628,0.002451
38,38,38,10.121628,2023-01-19 00:12:39.390816+00:00,0.0,2.58,1.170474545604079,146.75,0.245,560.0,123.0522796927648,560.0,9.50737730233979,560.0,20.61394094080934,45.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.245,45.0,0.0,90.0,0.0,1.0,1.0,0.5,1.0,34.77,40.72,-15.19,6.265000000000001,6.125,5.975,0.0,2.58,0.0,0.59,124.425,17.755,16.8,17.265,-1.1,182.2,96.0,60.15,809.75,952.85,1460.3,1148.35,28.7,20.55,693.05,342.95,72.1,122.15,146.75,154.7,0.18,13.315,13.23,13.48,45.0,43.0,0.0,1.0,1.0,20.0,100.0,11.85,100.0,25.0,0.0,1.0,10.0,45.0,90.0,59.26,20.65,2.85305951006628,0.002451
39,39,39,10.444343,2023-01-19 00:12:39.713531+00:00,0.0,2.7,1.169652109548483,153.7,0.25,760.0,75.25314938009815,560.0,6.595459821736772,280.0,12.63712794873618,50.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.25,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,34.76,40.73,-15.19,6.36,6.22,6.08,0.0,2.7,0.0,0.59,124.46,17.64,16.74,17.19,-1.1,201.3,106.6,60.0,729.3,888.1,1437.8,1174.5,28.7,20.5,727.8,371.2,70.7,120.1,153.7,162.7,0.18,13.55,13.48,13.73,50.0,43.0,0.0,1.0,1.0,20.0,100.0,12.1,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,22.5,2.85305951006628,0.002451
40,40,40,10.626795,2023-01-19 00:12:39.895983+00:00,0.0,2.7,1.170721276420758,160.55,0.26,960.0,27.45401906743145,560.0,3.683542341133753,0.0,4.660314956663018,50.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.26,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,34.72499999999999,40.48,-13.6,6.45,6.305,6.16,0.0,2.7,0.0,0.59,124.445,17.66,16.875,17.36,-1.1,224.65,129.8,59.9,612.4,815.9000000000001,1395.6,1195.65,28.7,20.5,765.2,404.2,67.85,114.95,160.55,170.7,0.18,13.775,13.71,13.955,50.0,43.0,0.0,1.0,1.0,20.0,100.0,12.4,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,24.05,2.85305951006628,0.002451
41,41,41,10.994022,2023-01-19 00:12:40.263210+00:00,0.0,2.7,1.171790443293034,167.4,0.27,1120.0,19.03701020038256,600.0,2.958945319405911,0.0,3.873767223000947,50.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.27,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,34.69,40.23,-12.01,6.54,6.39,6.24,0.0,2.7,0.0,0.59,124.43,17.68,17.01,17.53,-1.1,248.0,153.0,59.8,495.5,743.7,1353.4,1216.8,28.7,20.5,802.6,437.2,65.0,109.8,167.4,178.7,0.18,14.0,13.94,14.18,50.0,43.0,0.0,1.0,1.0,20.0,100.0,12.7,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,25.6,2.85305951006628,0.002451
42,42,42,11.173972,2023-01-19 00:12:40.443160+00:00,0.0,2.82,1.18026153466568,174.3,0.28,1280.0,10.62000133333365,640.0,2.234348297678068,0.0,3.087219489338875,50.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.28,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,34.77,40.42,-12.01,6.615,6.475,6.325,0.0,2.82,0.0,0.59,124.42,18.425,17.925,18.445,-1.1,273.8,171.85,59.7,455.35,663.8,1303.8,1224.4,28.7,20.5,834.3,469.65,67.05,108.25,174.3,186.35,0.18,14.26,14.2,14.44,50.0,43.0,0.0,1.0,1.0,20.0,100.0,12.95,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,31.65,2.85305951006628,0.002451
43,43,43,11.544443999999999,2023-01-19 00:12:40.813632+00:00,0.0,2.94,1.188732626038326,181.2,0.29,2000.0,11.36844132475872,640.0,2.27099114007127,0.0,3.342913701265446,50.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.29,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,34.85,40.61,-12.01,6.69,6.56,6.41,0.0,2.94,0.0,0.59,124.41,19.17,18.84,19.36,-1.1,299.6,190.7,59.6,415.2,583.9,1254.2,1232.0,28.7,20.5,866.0,502.1,69.1,106.7,181.2,194.0,0.18,14.52,14.46,14.7,50.0,43.0,0.0,1.0,1.0,20.0,100.0,13.2,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,37.7,2.85305951006628,0.002451
44,44,44,11.724554,2023-01-19 00:12:40.993742+00:00,0.0,2.94,1.196924089152068,187.95,0.3,2720.0,12.11688131618378,640.0,2.307633982464471,0.0,3.598607913192017,50.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.3,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,34.95,40.565,-12.08,6.800000000000001,6.67,6.52,0.0,2.94,0.0,0.59,124.34,20.125,19.605,20.13,-1.1,320.3,205.25,59.6,309.35,509.6,1195.0,1231.5,28.7,20.45,891.9,530.25,70.4,105.8,187.95,201.15,0.18,14.885,14.82,15.06,50.0,43.0,0.0,1.0,1.0,20.0,100.0,13.5,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,39.65000000000001,2.85305951006628,0.002451
45,45,45,12.093957,2023-01-19 00:12:41.363145+00:00,0.0,2.94,1.205115552265811,194.7,0.31,2800.0,12.31792972989039,680.0,2.222695671295097,0.0,3.259707572646816,50.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.31,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,35.05,40.52,-12.15,6.91,6.78,6.63,0.0,2.94,0.0,0.59,124.27,21.08,20.37,20.9,-1.1,341.0,219.8,59.6,203.5,435.3,1135.8,1231.0,28.7,20.4,917.8,558.4,71.7,104.9,194.7,208.3,0.18,15.25,15.18,15.42,50.0,43.0,0.0,1.0,1.0,20.0,100.0,13.8,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,41.6,2.85305951006628,0.002451
46,46,46,12.248292,2023-01-19 00:12:41.517480+00:00,0.0,3.09,1.212616169092853,201.4,0.3299999999999999,2880.0,12.51897814359699,720.0,2.137757360125723,0.0,2.920807232101616,50.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.3299999999999999,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,35.05,40.6,-11.935,7.04,6.925000000000001,6.77,0.0,3.09,0.0,0.59,124.285,21.79,21.14,21.7,-1.1,365.55,236.5,59.6,84.4,369.1,1065.85,1223.85,28.7,20.4,943.65,590.3499999999999,72.0,102.15,201.4,215.1,0.18,15.765,15.675,15.93,50.0,43.0,0.0,1.0,1.0,20.0,100.0,14.05,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,46.2,2.85305951006628,0.002451
47,47,47,12.644205999999999,2023-01-19 00:12:41.913394+00:00,0.0,3.24,1.220116785919895,208.1,0.35,2920.0,12.05760061023296,720.0,1.962632710737719,0.0,2.825587236670279,50.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.35,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,35.05,40.68,-11.72,7.17,7.07,6.91,0.0,3.24,0.0,0.59,124.3,22.5,21.91,22.5,-1.1,390.1,253.2,59.6,-34.7,302.9,995.9,1216.7,28.7,20.4,969.5,622.3,72.3,99.4,208.1,221.9,0.18,16.28,16.17,16.44,50.0,43.0,0.0,1.0,1.0,20.0,100.0,14.3,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,50.8,2.85305951006628,0.002451
48,48,48,12.751036,2023-01-19 00:12:42.020224+00:00,0.0,3.48,1.221909696521095,214.65,0.37,2960.0,11.59622307686894,720.0,1.787508061349715,0.0,2.730367241238942,50.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.37,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,35.08499999999999,40.675,-11.72,7.34,7.245,7.08,0.0,3.48,0.0,0.59,124.38,22.84,22.02,22.595,-1.1,416.1,273.85,59.65000000000001,-75.05000000000001,233.25,926.45,1195.75,28.7,20.4,986.15,651.2,78.55,100.05,214.65,228.45,0.18,16.865,16.75,17.035,50.0,43.0,0.0,1.0,1.0,20.0,100.0,14.6,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,52.7,2.85305951006628,0.002451
49,49,49,13.194147999999998,2023-01-19 00:12:42.463336+00:00,0.0,3.72,1.223702607122297,221.2,0.39,2240.0,11.04619026007037,720.0,1.821310049933427,0.0,2.70434070973049,50.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.39,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,35.12,40.67,-11.72,7.51,7.42,7.25,0.0,3.72,0.0,0.59,124.46,23.18,22.13,22.69,-1.1,442.1,294.5,59.7,-115.4,163.6,857.0,1174.8,28.7,20.4,1002.8,680.1,84.8,100.7,221.2,235.0,0.18,17.45,17.33,17.63,50.0,43.0,0.0,1.0,1.0,20.0,100.0,14.9,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,54.6,2.85305951006628,0.002451
50,50,50,13.307715,2023-01-19 00:12:42.576903+00:00,0.0,3.72,1.225051402253475,227.5,0.415,1520.0,10.4961574432718,720.0,1.85511203851714,0.0,2.678314178222037,50.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.415,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,35.02,40.435,-11.72,7.689999999999999,7.595,7.43,0.0,3.72,0.0,0.59,124.48,23.385,22.24,22.785,-1.1,464.3,310.5,59.75,-1696.1,104.75,784.55,1147.85,28.65,20.4,1012.4,703.1500000000001,86.05,102.05,227.5,241.45,0.18,18.065,17.945,18.24,50.0,43.0,0.0,1.0,1.0,20.0,100.0,15.15,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,56.0,2.85305951006628,0.002451
51,51,51,13.744102,2023-01-19 00:12:43.013290+00:00,0.0,3.72,1.226400197384653,233.8,0.44,1520.0,11.0419266143742,720.0,1.867719903999466,0.0,2.63348918251135,50.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.44,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,34.92,40.2,-11.72,7.87,7.77,7.61,0.0,3.72,0.0,0.59,124.5,23.59,22.35,22.88,-1.1,486.5,326.5,59.8,-3276.8,45.9,712.1,1120.9,28.6,20.4,1022.0,726.2,87.3,103.4,233.8,247.9,0.18,18.68,18.56,18.85,50.0,43.0,0.0,1.0,1.0,20.0,100.0,15.4,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,57.4,2.85305951006628,0.002451
52,52,52,14.005484999999998,2023-01-19 00:12:43.274673+00:00,0.0,4.05,1.22339008142117,239.95,0.4599999999999999,1520.0,11.5876957854766,720.0,1.880327769481793,0.0,2.588664186800663,50.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.4599999999999999,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,34.995,40.38,-11.79,8.055,7.955,7.785,0.0,4.05,0.0,0.59,124.42,23.31,22.035,22.56,-1.1,512.85,346.75,59.85,-3276.8,-1.649999999999999,635.4000000000001,1088.6,28.6,20.4,1030.3,751.35,91.75,102.7,239.95,254.15,0.18,19.245,19.12,19.42,50.0,43.0,0.0,1.0,1.0,20.0,100.0,15.7,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,61.35,2.85305951006628,0.002451
53,53,53,14.293852999999999,2023-01-19 00:12:43.563041+00:00,0.0,4.38,1.220379965457686,246.1,0.48,2280.0,10.13008768697422,960.0,1.951368367398755,0.0,2.56041420897568,50.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.48,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,35.07,40.56,-11.86,8.24,8.14,7.96,0.0,4.38,0.0,0.59,124.34,23.03,21.72,22.24,-1.1,539.2,367.0,59.9,-3276.8,-49.2,558.7,1056.3,28.6,20.4,1038.6,776.5,96.2,102.0,246.1,260.4,0.18,19.81,19.68,19.99,50.0,43.0,0.0,1.0,1.0,20.0,100.0,16.0,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,65.3,2.85305951006628,0.002451
54,54,54,14.558178,2023-01-19 00:12:43.827366+00:00,0.0,4.38,1.214951887490748,252.0,0.5,3040.0,8.672479588471843,1200.0,2.022408965315718,0.0,2.532164231150696,50.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.5,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,35.05,40.625,-11.86,8.385,8.275,8.12,0.0,4.38,0.0,0.59,124.365,22.505,21.175,21.66,-1.1,563.6500000000001,390.45,60.0,-3276.8,-114.1,409.3,1013.8,28.6,20.4,1035.75,795.2,99.6,107.75,252.0,266.5,0.18,20.245,20.13,20.43,50.0,43.0,0.0,1.0,1.0,20.0,100.0,16.25,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,66.8,2.85305951006628,0.002451
55,55,55,14.849943,2023-01-19 00:12:44.119131+00:00,0.0,4.38,1.20952380952381,257.9,0.52,3040.0,8.9837630668981,1200.0,2.039776398186037,0.0,2.584630103931897,50.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.52,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,35.03,40.69,-11.86,8.53,8.41,8.28,0.0,4.38,0.0,0.59,124.39,21.98,20.63,21.08,-1.1,588.1,413.9,60.1,-3276.8,-179.0,259.9,971.3,28.6,20.4,1032.9,813.9,103.0,113.5,257.9,272.6,0.18,20.68,20.58,20.87,50.0,43.0,0.0,1.0,1.0,20.0,100.0,16.5,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,68.3,2.85305951006628,0.002451
56,56,56,15.110814999999999,2023-01-19 00:12:44.380003+00:00,0.0,4.59,1.209408668476026,263.45,0.535,3040.0,9.295046545324356,1200.0,2.057143831056357,0.0,2.637095976713097,50.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.535,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,34.975,40.6,-11.935,8.655,8.525,8.375,0.0,4.59,0.0,0.59,124.355,21.905,20.67,21.08,-1.1,606.85,432.1,60.2,-3276.8,-1727.9,179.6,926.65,28.6,20.35,1024.5,827.45,104.2,114.3,263.45,278.55,0.18,21.01,20.91,21.195,50.0,43.0,0.0,1.0,1.0,20.0,100.0,16.8,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,68.75,2.85305951006628,0.002451
57,57,57,15.393196999999999,2023-01-19 00:12:44.662385+00:00,0.0,4.8,1.209293527428242,269.0,0.55,3040.0,8.978944979251285,720.0,1.97373988847377,0.0,2.649756974310904,50.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.55,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,34.92,40.51,-12.01,8.78,8.64,8.47,0.0,4.8,0.0,0.59,124.32,21.83,20.71,21.08,-1.1,625.6,450.3,60.3,-3276.8,-3276.8,99.3,882.0,28.6,20.3,1016.1,841.0,105.4,115.1,269.0,284.5,0.18,21.34,21.24,21.52,50.0,43.0,0.0,1.0,1.0,20.0,100.0,17.1,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,69.2,2.85305951006628,0.002451
58,58,58,15.612670999999999,2023-01-19 00:12:44.881859+00:00,0.0,4.8,1.2108890533761,279.35,0.565,3040.0,8.662843413178212,240.0,1.890335945891184,0.0,2.662417971908711,50.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.565,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,34.975,40.4,-11.72,8.864999999999998,8.73,8.565000000000001,0.0,4.8,0.0,0.59,124.33,21.885,20.86,21.36,-1.1,648.1,471.7000000000001,60.35,-3276.8,-3276.8,22.59999999999999,781.0,28.6,20.3,1005.8,855.75,109.6,118.25,279.35,290.3,0.18,21.595,21.5,21.78,50.0,43.0,0.0,1.0,1.0,20.0,100.0,17.35,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,72.45,2.85305951006628,0.002451
59,59,59,15.942796999999999,2023-01-19 00:12:45.211985+00:00,0.0,4.8,1.212484579323958,289.7,0.58,3040.0,8.84647767253211,480.0,2.045351848683534,0.0,2.65895984528371,50.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.58,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,35.03,40.29,-11.43,8.95,8.82,8.66,0.0,4.8,0.0,0.59,124.34,21.94,21.01,21.64,-1.1,670.6,493.1,60.4,-3276.8,-3276.8,-54.1,680.0,28.6,20.3,995.5,870.5,113.8,121.4,289.7,296.1,0.18,21.85,21.76,22.04,50.0,43.0,0.0,1.0,1.0,20.0,100.0,17.6,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,75.7,2.85305951006628,0.002451
60,60,60,16.176852,2023-01-19 00:12:45.446040+00:00,0.0,4.98,1.211629245826137,294.55,0.59,3040.0,9.03011193188601,720.0,2.200367751475884,0.0,2.655501718658709,50.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.59,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,34.985,40.28,-11.575,9.02,8.9,8.74,0.0,4.98,0.0,0.59,124.285,21.885,20.935,21.51,-1.1,690.35,515.95,60.55,-3276.8,-3276.8,-1665.45,626.45,28.6,20.3,974.35,877.95,117.55,126.05,294.55,301.7,0.175,22.08,21.995,22.275,50.0,43.0,0.0,1.0,1.0,20.0,100.0,17.9,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,77.05000000000001,2.773807857008884,0.0023829166666666
61,61,61,16.492826,2023-01-19 00:12:45.762014+00:00,0.0,5.16,1.210773912328316,299.4,0.6,3040.0,8.513822027201225,960.0,1.950560085968237,0.0,2.446470137777282,50.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.6,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,34.94,40.27,-11.72,9.09,8.98,8.82,0.0,5.16,0.0,0.59,124.23,21.83,20.86,21.38,-1.1,710.1,538.8,60.7,-3276.8,-3276.8,-3276.8,572.9,28.6,20.3,953.2,885.4,121.3,130.7,299.4,307.3,0.17,22.31,22.23,22.51,50.0,43.0,0.0,1.0,1.0,20.0,100.0,18.2,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,78.4,2.694556203951488,0.0023148333333333
62,62,62,16.729573,2023-01-19 00:12:45.998761+00:00,0.0,5.16,1.211892425363928,304.05,0.61,3040.0,7.997532122516439,1200.0,1.70075242046059,0.0,2.237438556895854,50.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.61,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,34.905,40.435,-11.645,9.16,9.045,8.89,0.0,5.16,0.0,0.59,124.275,21.945,20.935,21.53,-1.1,723.6,556.25,60.8,-3276.8,-3276.8,-3276.8,519.0,28.6,20.25,927.6,885.8499999999999,122.45,132.3,304.05,318.2,0.17,22.535,22.445,22.73,50.0,43.0,0.0,1.0,1.0,20.0,100.0,18.45,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,78.80000000000001,2.694556203951488,0.0023148333333333
63,63,63,17.044128999999998,2023-01-19 00:12:46.313317+00:00,0.0,5.16,1.213010938399539,308.7,0.62,2120.0,8.807592421269781,1000.0,2.04841928184384,0.0,2.373202675084106,50.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.62,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,34.87,40.6,-11.57,9.23,9.11,8.96,0.0,5.16,0.0,0.59,124.32,22.06,21.01,21.68,-1.1,737.1,573.7,60.9,-3276.8,-3276.8,-3276.8,465.1,28.6,20.2,902.0,886.3,123.6,133.9,308.7,329.1,0.17,22.76,22.66,22.95,50.0,43.0,0.0,1.0,1.0,20.0,100.0,18.7,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,79.2,2.694556203951488,0.0023148333333333
64,64,64,17.219106,2023-01-19 00:12:46.488294+00:00,0.0,5.25,1.213241220495107,313.2,0.63,1200.0,9.617652720023123,800.0,2.396086143227089,0.0,2.508966793272357,50.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.63,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,34.87,40.535,-11.5,9.295,9.17,9.025,0.0,5.25,0.0,0.59,124.31,22.095,21.065,21.66,-1.1,753.1,593.45,61.0,-3276.8,-3276.8,-3276.8,404.9500000000001,28.6,20.2,842.85,887.7,127.75,137.75,313.2,334.4,0.175,22.955,22.865,23.15,50.0,43.0,0.0,1.0,1.0,20.0,100.0,19.0,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,82.30000000000001,2.773807857008884,0.0023829166666666
65,65,65,17.594165,2023-01-19 00:12:46.863353+00:00,0.0,5.34,1.213471502590673,317.7,0.64,1000.0,8.678970005219604,800.0,2.364475010675904,0.0,2.458537649756244,50.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.64,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,34.87,40.47,-11.43,9.36,9.23,9.09,0.0,5.34,0.0,0.59,124.3,22.13,21.12,21.64,-1.1,769.1,613.2,61.1,-3276.8,-3276.8,-3276.8,344.8,28.6,20.2,783.7,889.1,131.9,141.6,317.7,339.7,0.18,23.15,23.07,23.35,50.0,43.0,0.0,1.0,1.0,20.0,100.0,19.3,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,85.4,2.85305951006628,0.002451
